id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id
23176,2024-05-02,noche,B,tratamiento_termico,0,9,473,0,no,,OP012
48829,2023-05-05,noche,A,mecanizado,225,237,478,0,0,,OP052
33519,2024-03-14,tarde,,control_calidad,495,40,311,24,Yes,,OP036
80010,2023-11-21,tare,C,expedicion,498,9,258,30,NO,,OP006
15965,24/10/2024,mañana,A,Mecanizado,293,304,426,0,n,,OP013
82529,2024-01-31,  noche,B,Expedicion,308,7,211,0,n,,OP053
26551,2024-12-21,  tarde,A,mecanizado,255,10,311,21,si,mantenimiento,OP040
74340,2024-06-16,tarde,A,control_calidad,623,49,336,0,no,,OP024 
11607,2024-07-29,tarde,A,Corte,250,3,611,0,n,,OP031
71524,2024-03-26,mañana,C,control_calidad,413,27,244,0,No,,OP042
54657,2023-08-08,mañana,,tratamiento_termico,472,22,391,50,SI,falta_material,OP0032
16734,2024-03-03,noche,C,control_calidad,408,44,345,0,0,,OP074 
72616,2024/04/02,tare,A,control_calidad,497,42,265,0,n,,OP015
18564,2024/07/25,mañana,C,corte,458,14,444,0,no,,OP006
19710,2024-04-21,noche,línea A,mecanizado,290,17,374,0,NO,,op051
99974,2024-02-02,noche,,control_calidad,386,31,267,0,0,,OP003
29555,2024-08-23,noche,B,tratamiento_termico,253,10,422,0,No,,OP061
49824,2023-04-28,mañana,C,mecanizado,272,14,436,0,n,,OP007
42530,27-01-2024,mañana,C,control_calidad,604,43,297,0,n,,OP080
64548,01-25-2024,mañana,B,tratamiento_termico ,374,16,366,0,no,error_operario,OP068
91057,2023-05-18,tarde,A,control_calidadd,352,14,401,0,n,,OP-001
78494,2024-12-12,  mañana,A,CORTE,429,12,405,0,0,,OP017
68028,2023-06-09,tarde,,tratamiento_termico ,284,14,330,0,No,,OP011
87139,20230510,  noche,,tratamiento_termico ,332,12,369,0,no,,OP037
50026,2024-02-20,tare,línea A,tratamiento_termico,314,14,372,0,NO,,OP 023
17894,2023-09-15,mañana,C,corte,533,12,408,33,S,error_operario,OP036
23006,2024-07-11,mañana, A,mecanizado,284,10,442,1,sí,mantenimiento,OP053
37235,2023-03-23,tarde ,C,tratamiento_termicoo,414,21,477,14,no,,OP69
44687,2024-05-23,mañana,B,mecanizado,274,14,350,0,NO,,Op056
30585,22.05.2023,manana,B,control_calidad ,523,38,299,7,si,error_operario,OP060
82350,2024-08-22,noche,C,tratamiento_termico,371,17,369,0,NO,mantenimiento,OP076
10350,2024-02-09,noch,,corte,418,13,449,0,n,,OP014
87832,2023-10-21,noche,A,expediccion,280,9,429,0,0,,OP015 
14278,2023-09-28,tarde,c,control_calidad,417,40,274,0,no,,OP021
47056,2023-09-23,noche,,mecaniado,263,16,441,0,0,,Op058
69510,2024/07/04,tarde,,corte,414,17,390,0,No,,OP046
40595,2024-06-03,mañana,A,mecanizdo,374,17,501,0,No,,OP011
91927,2023-06-11,tarde,C,mecanizado,355,29,359,48,S,Error_operario,OP007
35928,20230401,mañana,A,expedicion,562,11,252,0,0,,OP049
81376,2024-11-05,tarde,C,expedicion,456,15,220,0,n,,OP079
29528,2024-03-30,tarde,A,tratamiento_termico,378,12,320,0,0,,OP-074
28643,2023-08-22,tarde,B,mecanizado,258,12,424,27,n,,OP039
31747,2023-09-12,noche,A,mecaniado,264,15,505,0,no,,OP6
87993,2024-12-18,mañana,B,control_calidad,459,31,249,0,no,,OP036
84607,10.05.2024,noche,B,expedicion,386,10,288,0,no,,OP071
67560,2023-04-18,Tarde,B,tratamiento_termico,471,13,376,0,No,,OP080
49857,2024-12-06,mañaña,C,tratamiento_termico,322,16,375,45,SI,error_operario,OP047
45683,2023-04-27,tarde,A,expedicion,377,6,214,0,NO,,OP017
74722,2024-01-24,mañana,C,tratamiento_termico,253,9,381,0,no,,OP049
88385,2024-09-20,tarde,B,mecanizdo,463,23,345,0,NO,,
74251,2023-08-15,noche,a,mecanizado,254,22,508,0,No,,OP054
89129,2024-09-10,mañana,,control_calidad,471,25,316,0,n,,OP061
21970,2023-01-29,tarde,A,expedicion,488,8,257,29,no,,OP002
98381,2024-05-21,Mañana,A,expedicion,438,6,218,0,NO,,op053
85392,24/04/2023,noche,C,control_calidad,358,39,381,0,0,,OP022
12719,2023-05-07,noche,C,tratamiento_termico,345,10,418,59,S,falta_material,OP060
98117,2023-04-25,mañana,C,mecanizdo,348,18,439,0,0,,OP058
85529,28.10.2023,noche,A,expedicion,344,7,280,0,NO,,Op008
32962,02-12-2023,noche,B,mecanizado,214,9,445,3,Sí,falta_material,OP002
95394,2023-04-17,noche,línea A,tratamiento_termico,299,18,421,0,NO,,OP047
46458,07-01-2024,tarde,A,expedicion,328,6,221,0,NO,,OP019
86720,2024-07-05,noche,B,control calidad,255,14,432,0,no,,OP062
74451,2024-04-05,tarde,A,Expedicion,486,11,203,0,No,,OP072
71605,20240804,mañana,,control_calidad,,2,353,0,No,,OP007
53687,20230215,mañana,A,expedicion,460,16,230,0,0,,OP072 
23710,2023-10-30,tarde,B,mecanizado,274,10,399,16,si,Error_operario,OP036
53228,2023-07-19,tarde,,corte,,3,443,0,n,,OP024
74942,2024-08-25,mañana,C,control_calidad,501,31,273,32,sí,falta_material,Op039
62488,2023-10-16,tarde,A,expedicion,357,6,233,0,NO,,OP056
82102,2024-08-04,tarde,C,corte,472,16,461,0,0,,Op063
76162,2023-07-04,mañana,B,expedicion,411,,165,0,NO,,OP067
52372,2023/03/22,tare,A,expediccion,395,15,361,0,n,,OP012
62976,2023-03-18,noche,C,tratamiento_termico ,231,3,404,8,yes,error_operario,OP043
10150,2023-09-28,tarde,A,expedicion,448,5,256,0,NO,,op001
81118,2023-01-01,mañana,,control_calidad,352,33,374,0,no,,OP018
17104,2024-07-27,noche,BC,corte,338,7,468,0,No,,OP031
57419,2024-07-09,Tarde,A,tratamiento_termico,411,16,322,14,si,,Op023
75338,2024-03-13,mañana,A,expediccion,304,18,290,66,1,falta_material,OP002
16764,2024-10-31,noche,B,tratamiento_termico,347,13,342,0,0,,OP074
81987,2023-10-13,mañaña,C,expedicion,495,5,225,0,NO,,OP010
47752,2024-11-10,mañana,A,tratamiento_termico,345,15,399,0,NO,,OP031
73532,2023/10/07,noche,A,mecanizado,283,15,478,0,0,,OP023
92578,2024-10-07,tarde ,A,tratamiento_termico,316,13,367,0,no,,OP043
41365,07.07.2023,tare,B,Mecanizado,320,16,385,0,0,,OP011 
50730,2024-12-04,tarde,B,corte,386,7,485,0,0,,OP035
82384,26.03.2023,tarde,,corte,-27,0,490,1,Sí,faltamaterial,OP076
39451,2023-10-17,noches,B,mecanizado ,224,9,534,0,0,,OP030
24871,2023-10-22,tare,B,corte,472,16,442,0,No,,OP055
25396,2023-03-15,noche,A,expedición ,276,9,416,0,NO,,OP048
30181,2023-02-04,  tarde,C,corte,471,12,521,0,no,,OP057
48254,2024/05/05,noche,A,expedicion,416,7,305,13,No,,OP049
45838,14.06.2023,mañana,A,Mecanizado,285,15,407,67,yes,fallo_maquina,OP074
73242,2023-04-08,noche,C,control_calidad,454,29,415,0,0,,OP033
41946,07-02-2024,mañana,A,tratamiento_termico,316,20,400,0,0,,OP058
28958,20240830,mañana,A,mecaniado,426,24,486,50,SI,fallo_maquina,OP010
88561,2023-05-10,tarde,B,mecaniado,305,14,417,0,No,,OP022
27892,09-08-2024,noche,A,corte,286,8,403,0,no,,OP073
46208,2023-04-07,noche,A,tratamiento_termico,322,10,403,0,No,,OP0078
64387,06-05-2024,tarde,b,cortte,338,22,386,31,Sí,fallo_maquina,OP018
76550,2024-05-13,maana,A,control calidad,395,24,372,0,0,,OP002
10336,11/10/2024,tarde ,,mecanizado,337,16,378,83,SI,falta_material,OP025
49132,2023-12-10,tarde,C,Corte,453,15,522,0,n,,OP075
86011,24.01.2023,noche,C,expedición ,305,24,371,0,no,,OP068
74178,20240708,noche,A,corte,335,12,522,0,0,, OP048
68529,2023-02-11,noche,A,expedicion,351,7,282,0,NO,error_operario,OP 051
55236,03-02-2024,noche,A,mecanizado,273,14,502,0,no,,op028
81228,2024-07-22,tarde,A,expedicion,466,8,314,0,0,,op080
52176,2024-12-29,noche,B,mecanizado,324,21,496,0,NO,,op024
41300,20230727,noche,A,tratamiento_termico,354,11,427,0,NO,,
40613,2024-02-16,noche,B,tratamiento_termico,285,9,395,0,n,,
63841,2024-03-17,tarde,A,tratamiento_termico,,0,323,0,0,,op012
71993,2024-01-16,tarde,B,mecanizado ,-18,2,449,0,0,,OP050
59968,2023-09-29,noche,A,CORTE,425,14,553,0,no,,OP059
96991,30.06.2024,mañana,C,cortte,322,19,346,0,no,,OP041
95461,2023-06-30,noche,B,control_calidad,0,7,330,0,no,,op044
74923,2024-08-14,noche,A,corte,299,14,569,11,Yes,errror_operario,OP009
26547,2023-02-16,mañana,C,mecanizado,260,11,397,0,No,falta_material,Op030
87356,2024-10-04,tarde,,mecaniado,307,17,299,0,0,,OP004
23154,2023-09-10,noche,C,mecanizado,263,12,513,0,n,,OP067
67711,2024-12-08,mañana,A,control_calidad,626,44,272,0,no,,OP059
69890,2023-05-04,Mañana,AA,corte,-8,2,446,0,0,,OP072
96706,2024-11-13,maana,C,expedicion,462,9,215,0,NO,,op028
95823,2023-01-18,noche,A,expedicion,349,7,269,0,No,,OP052
19807,2023-12-12,noche,B,control_calidad,543,52,404,26,sí,error_operario,OP036
44737,2024-07-26,mañaña,B,corte,350,6,479,10,yes,error_operario,OP047
62098,2024-01-06,noche,A,expedición,328,20,490,0,no,,OP044
53065,2024-08-13,noche,,control_calidad,248,15,361,0,no,fallo_maquina,op056
79942,2023-05-20,mañana,A,control_calidadd,312,11,310,0,n,,OP052
51505,12-03-2024, mañana,C,cortte,375,21,334,192,Yes,errror_operario,OP080
73956,2023-08-01,maana,C,mecanizado,308,14,449,45,Sí,falta_material,OP024
14705,2023-12-27,Tarde,B,tratamiento_termico,331,12,371,14,no,,OP060
40771,2024-02-15,tarde,B,CORTE,377,12,542,0,no,,OP003
47667,2023-02-08,tarde,,expedicion,365,6,250,0,0,,OP049
21846,2023-01-09,tarde,C,control_calidad,510,38,236,4,Yes,,OP72
22903,2024-11-04,tarde,,tratamiento_termico,404,20,351,6,yes,fallo_maquina,OP078
23173,2024-04-06,noche,B ,expedicion,370,7,308,0,No,,OP054
49251,12.08.2024,maana,C,tratamiento_termico ,348,13,436,0,0,,OP023
16028,2024-06-15,tarde,B,control_calidad,567,43,328,2,sí,error_operario,OP039
17355,20230225,noche,b,corte,379,17,605,0,NO,,OP025
59131,2023-01-03,tarde,,expedicion,384,6,214,0,NO,,OP051
42007,2024-01-15,mañana,A,control_calidad ,483,37,313,0,No,,OP034
84177,06.04.2024,noche,C,tratamiento termico,363,12,425,0,NO,, OP073
33600,2024-10-31,tarde,B,tratamiento_termico,322,,359,0,No,,op047
20350,2024-03-08,mañana,B,mecanizado,190,8,464,1,No,,OP052
60140,23/01/2023,tarde,A,corte,414,13,485,0,no,,OP062
41566,28/02/2023,tarde,A,cortte,267,15,374,0,n,falta_material,OP017
86435,2024-08-18,manana,C,mecanizado,250,13,448,28,1,falta_material,OP070
70443,2024-10-19,tarde,B,expedicion,455,8,250,0,no,,OP030
70236,2024-10-06,noche,b,tratamiento_termico,264,14,357,0,n,,op033
11231,2024-04-07,mañana,A,corte,461,10,633,0,No,,OP071
70981,2023-03-17,mañana,línea A,corte,425,8,519,0,0,,OP046
98815,2024-05-20,mañana,B,Expedicion,475,5,292,0,NO,,OP015
19681,2024-08-28,NOCHE,AA,Expedicion,320,4,171,0,NO,,OP003
55293,2023-12-05,tarde,A,tratamiento_termico,326,12,446,0,0,,OP058
49210,2024-10-11,  mañana,,tratamiento_termico,382,10,448,0,NO,,OP046
65615,2024-07-09,noche,C,mecanizado,308,15,465,0,n,,OP041
69878,08-09-2023,mañana,A,Expedicion,406,5,216,0,no,,OP066
36111,20/04/2023,mañana,C,mecanizado,352,18,381,10,SI,Mantenimiento,OP048
73335,2024/01/17,tarde,C,control_calidad,472,491,318,0,0,,OP040
59986,02/02/2024,noche,línea A,expedicion,378,11,240,0,n,,OP052
85341,2023-05-13,noche,C,control_calidad,413,30,456,25,si,falta_material,OP069
48696,2024-06-07,tare,C,CORTE,478,21,447,0,0,,OP036
14705,2023-07-23,noche,A,tratamiento termico,302,13,364,30,no,,OP021
11061,2023-01-04,mañana,A,expedicion,474,10,4464,0,No,,OP079
99889,06-04-2024,tarde,B,mecanizado,279,19,484,0,0,,OP027
16428,11.12.2023,noche,,expediccion,242,14,446,47,S,Mantenimiento,OP-001
75107,20.08.2023,mañana,C,mecanizado,337,22,398,0,no,,OP003
47512,14-02-2023,Tarde,c,expedicion,427,6,228,0,no,,Op057
40162,30-08-2024,noche,C,tratamiento_termico,310,9,432,0,No,,OP052
56179,2023-04-07,tarde,C,expedicion ,589,7,209,0,n,error_operario,
34920,2024-05-01,noche,C,mecanizdo,305,15,452,26,0,,OP040
98835,2024-08-07,tarde,C,expedicion,444,16,253,0,NO,,OP044
96400,2024-01-25,noche,B,corte,398,9,618,0,no,,OP005
27927,2023-10-24,mañana,C,expedicion,437,6,268,0,0,,op025
92242,2024-07-18,  noche,B,Expedicion ,383,8,255,0,no,,op048
50492,2024-02-04,NOCHE,C,mecanizado,-23,6,480,0,0,,OP070
14373,2023-02-23,tarde,a,expedicion,463,7,229,19,si,falta_material,OP016
27224,2023-09-16,noche,,tratamiento_termico,304,14,458,0,NO,,OP049
48680,2024-09-17,tarde,B,mecanizado,286,18,321,27,Sí,falta_material,OP 057
64460,2024-07-08,tarde,A,tratamiento_termico,345,17,263,27,NO,,OP018
27322,2024-09-02,mañana,C,corte,340,12,450,0,No,,OP021
57953,2024-09-24,tarde,B,mecanizado,274,12,399,0,No,,OP052
45720,2024-04-04,tarde,,Corte,496,16,461,0,NO,,OP028
43681,2023-10-30,tarde,C,expedicion,347,10,275,0,no,,OP069
73156,2023-03-12,mañana,,cortte,371,,398,0,No,,OP046 
48684,2024-07-22,tarde,B,control_calidad,527,43,271,0,NO,,OP066
54396,2024-12-03,tarde,B,control_calidad,469,24,318,0,0,,OP029
71385,2024-01-21,tarde,B,expedicion,542,11,269,0,0,,OP030
28449,2024-12-26,mañana,C,expedicion,382,3,220,0,0,,OP079
39571,2024-01-15,noches,C,expedicion,440,14,222,0,No,,OP075
98395,2024-10-08,Mañana,C,expedicion,473,12,254,10,Yes,falta_material,OP 043
83048,2023-06-13,tarde,,mecanizado,318,17,407,0,n,,OP011
61717,2023-03-23,tarde,A,expedicion,384,7,244,0,No,,OP074
14705,2024-03-09,mañana, A,tratamiento_termico,408,17,354,0,no,,OP025
58311,12/08/2024,mañaña,C,expedicion,467,6,238,0,no,,OP074
98125,2024-05-29,mañana,A,mecanizdo,321,18,395,0,0,,OP052
59941,2024-09-05,mañana,A,Corte,386,15,504,0,n,,OP038
58689,2024-01-20,tarde,B,corte ,430,15,465,0,no,,OP031
40647,31-08-2024,maana,A,mecanizado,339,15,393,92,si,mantenimiento,
91205,2024-10-11,Tarde,C,tratamiento termico,367,19,369,3,Sí,fallo_maquina,op063
83584,20230518,mañana,B,control_calidad,358,30,289,0,No,, OP074
89964,2024-11-06,maana,,control_calidadd,294,17,348,0,0,,OP041
18285,2023/12/03,tarde,B,tratamiento_termico,372,,398,0,0,,OP 050
70852,09/11/2023,noche,,expedicion,376,10,258,0,No,,OP061
49608,2024-09-11,mañana,,expedicion,455,18,226,0,No,,OP 022
25292,2023-08-27,tare,C,control_calidad,505,34,341,13,1,falta material,OP013
14877,2024-07-18,mañana,C,corte,415,16,516,24,n,,OP061
74569,2024-02-21,  mañana,B,expediccion,359,18,448,0,No,,op069
40775,2023-04-12,mañana,A,control_calidad,364,28,275,0,no,,OP031
27781,05/01/2024,noche,A,control_calidad,457,,384,0,NO,,OP002
58629,05.02.2023,mañana,A,control_calidad,620,49,347,1,S,mantenimiento,OP033
80804,2023-04-25,mañaña,C,CORTE,384,393,341,0,No,,op038
30253,2023-01-16,mañana,C,corte,407,14,511,0,0,,OP058 
95841,21/11/2024,noche,A,mecanizado,342,11,467,22,0,,OP45
74139,2023-05-15,noche,B,control calidad,263,13,370,0,n,, OP078
46666,2024-06-10,  mañana,B,Corte,386,9,360,23,Sí,mantenimiento,OP073
63841,2023-05-14,tarde,B,expedicion,389,8,220,0,0,,OP-026
68287,2024-04-04,manana,A,expedicion,429,11,218,0,no,,OP026
57537,01-15-2023,manana,AA,corte,-34,6,637,0,n,,OP079
99873,2023-04-03,mañana,A,corte,422,12,469,0,No,,OP059
94518,2024-04-15,  noche,A,tratamiento_termico,306,8,360,0,0,,OP050
62184,2024-08-26,noche,B,corte,345,14,391,0,0,,OP078
26011,2024-08-10,tarde ,A,tratamiento_termico,449,29,357,4,Sí,error_operario,OP042
69600,2024-12-21,tarde,A,corte,357,10,392,0,No,,OP012
37801,2024/04/02,tarde ,,control_calidad,562,44,293,46,yes,Error_operario,OP30
88269,2023-08-16,tarde,B,expedicion,417,6,244,0,NO,,op054
16629,2023-01-19,tarde,A,expedicion,459,11,222,1,si,fallo_maquina,OP059
41925,2023-07-25,Mañana,C,tratamiento_termico,306,,264,24,NO,,OP042
84000,2023-09-22,noche,B,mecanizado,246,15,407,0,n,mantenimiento,OP043
82641,2023-07-29,tarde ,A,tratamiento_termico,376,17,352,0,No,,OP013
38305,2024-02-08,mañana,B,control_calidad,418,34,350,0,No,, OP080
40539,2023-10-04,tarde ,A,expedicion,497,11,,0,no,,OP073
29340,20231006,mañana,B,expediccion,370,14,430,69,S,falta_material,OP021
88116,2024-11-06,tarde,A,corte,403,8,437,0,no,, OP001
52372,2023-10-22,noche,b,tratamiento_termico,295,10,386,0,NO,mantenimiento,op013
80807,2023-07-20,tarde,C,corte,560,10,452,0,0,,OP031
32871,2024-01-30,mañana,A,mecaniado,358,16,350,0,no,,OP-005
13379,2023-09-04,noche,A,control_calidad,479,28,380,0,n,,OP046
56955,06-03-2024,noche,C,expedicion,487,8,1920,3,1,fallo_maquina,OP016
41186,2024-03-30,mañana,B,corte,384,14,562,43,sí,error_operario,OP020
12068,2024-10-10,tarde ,A,control_calidad,363,30,275,0,no,falta_material,OP071
16868,2024-04-21,noch,A,tratamiento_termico,418,19,288,0,No,,OP051
65176,2024-01-27,tarde,C,control_calidad,425,34,353,0,no,,OP047
18330,26.02.2023,tarde,c,corte,342,349,455,0,0,,OP021
57453,20240705,mañana,B,mecanizado,,4,490,0,0,,OP002
24293,2023-03-14,  noche,C,control_calidad ,389,25,321,0,0,,OP071
39038,10-10-2023,mañana,C,CORTE,457,12,573,0,no,,OP58
15683,2024-07-30,mañana,B,corte,513,11,453,10,n,,OP056
96363,2024-04-18,mañana,B,control_calidad,464,45,299,0,NO,,OP030
70036,2023-11-11,noch,A,mecanizdo,345,13,382,0,n,,OP021
14082,2024-06-24,mañana,c,tratamiento_termico,255,14,344,3,1,fallo_maquina,OP019
72781,13/12/2023,tarde,C,expedicion,443,13,246,0,n,,OP0004
65872,2024-11-26,mañana,B,tratamiento_termico,-2,10,375,0,No,,OP11
74260,2023-01-10,noche,B,corte,334,9,556,0,NO,,OP010
68138,2023-09-23,mañana,B,mecanizado,323,12,317,36,SI,mantenimiento,OP060 
20589,2024-03-09,tarde,C,tratamiento_termico,432,21,370,17,Yes,error_operario,OP075
29442,04.07.2023,noche,A,tratamiento_termico,249,7,354,1,S,Error_operario,op060
46046,18-07-2023,manana,a,mecanizdo,283,21,358,0,NO,,OP029 
86724,2023-09-05,manana,C,control_calidad,351,29,326,0,0,,OP071
52622,2023-05-11,mañana,,expedicion,438,10,208,0,No,error_operario,OP008
88301,2023-12-06,noches,,tratamiento_termico,184,15,382,0,0,,OP001
69469,05-22-2024,manana,C,corte,417,13,531,24,SI,falta material,OP031
66387,2024-08-21,mañana,A,mecanizado,-11,3,355,1,Yes,faltamaterial,OP008
24996,2023-12-03,maana,AA,control_calidadd,488,21,327,0,No,,OP032
95316,2023-06-17,mañana,C,expedicion,467,13,290,0,NO,,OP075
82264,2024-09-18,mañana,,mecanizado,313,11,400,0,0,,OP002
38183,2024-08-02,tarde,A,mecanizado,270,18,464,0,No,,OP 055
39949,2024-10-06,tarde ,A,expedicion,475,9,239,19,SI,falta material,OP 041
69441,29.12.2023,tarde,B,mecanizado,220,9,483,10,Sí,error_operario,OP063 
22463,2023-05-10,noche,A,corte,309,9,615,0,NO,,OP015
50963,2024-07-09,mañana,C,expedicion ,633,17,232,0,0,,OP013
59060,2024-07-09,tarde,C,expedicion,446,12,248,0,0,,OP056
72163,06-04-2024,mañana,A,mecanizado,318,23,495,10,S,fallo_maquina,OP045
21188,2024-11-10,NOCHE,B,expedicion,448,13,257,0,no,,OP021
22656,2024-08-31,mañana,C,mecanizado,326,17,271,117,yes,mantenimienot,OP075
58843,2024-10-24,noche,A,corte,339,12,503,0,No,,OP060
82924,2024-12-12,mañana,,control_calidad,571,45,339,6,S,error_operario,OP017
83608,2023-01-11,  tarde,A,control_calidad,452,32,331,0,no,,Op026
97819,2023-10-17,tarde,A,control_calidad,571,52,318,0,No,,OP050
56346,2023-02-02,  noche,B,mecanizado,282,16,490,6,si,Mantenimiento,OP066
65435,2024-09-26,mañana,C,mecanizado,336,18,458,0,no,,OP035
16743,2024-02-03,tarde,A,tratamiento_termico,380,16,379,0,No,,OP036
88696,2023-09-30,mañana,,tratamiento_termico,348,9,321,0,NO,,OP036
23579,2023-02-03,mañana,A,control_calidad ,0,7,241,0,no,,OP067
37884,2023-03-26,tarde, A,mecanizdo,339,12,373,0,No,,OP009
73201,2024-06-13,noche,A,control_calidad,304,18,338,10,yes,error_operario,OP003
24184,2023-02-04,mañana,A,control_calidad,549,44,333,0,n,error_operario,OP061
82910,2023-07-07,tarde,B,expedición,265,11,,0,0,,OP028
46512,2024-02-01,mañana,A,mecanizado,339,23,388,0,n,falta_material,OP 042
66244,2024-04-11,noche,C,expedicion,429,7,257,0,No,,OP009
91490,2023-01-16,noche,C,CORTE,261,9,519,96,si,falta_material,OP027
94239,2023-01-07,tarde,A,tratamiento_termico,263,12,411,0,No,,OP 031
89822,2023-04-26,noche,B,control_calidad,232,19,337,9,No,,OP068
45054,2023-10-12,mañana,c,Expedicion,406,9,245,0,n,,OP001
11061,2024-11-25,  noche,A,tratamiento_termico,332,17,349,48,si,error_operario,OP006
50499,10-07-2024,mañana,C,corte,463,10,638,37,SI,error_operario,OP071
56009,2024-06-23,mañana,A,expedicion,448,7,189,0,n,,OP054
21846,06-09-2024,Mañana,B,corte,420,7,425,0,no,, OP023
62531,2023-10-03,noche,C,tratamiento_termico,260,1,449,0,no,falta_material,OP019
92991,2023-01-20,mañana,,mecanizado,-36,4,420,0,no,,OP058
22026,2023-05-17,tarde ,B,control_calidad,571,38,262,0,NO,, OP003
38197,2024-06-06,mañana,C,control_calidad,435,33,340,0,No,,OP030
69460,2024-10-01,NOCHE,A,expedicion,423,7,248,0,No,,OP033
58503,2024-07-31,mañana,B,control_calidad,519,41,306,0,NO,,OP077
52517,2024-07-15,tarde,C,control_calidad,519,35,279,0,NO,,OP039
84395,2023-09-15, mañana,A,mecanizado,364,8,466,,sí,falta material,OP039
16895,2023-05-31,mañaña,,mecanizado,343,25,482,0,No,error_operario,OP042
90981,2024/08/28,noche,C,mecanizado,214,7,520,68,sí,,OP020
20693,06-08-2024,NOCHE,A,tratamiento_termico,277,10,402,0,0,,OP005
96761,2023-01-05,tarde,A,control_calidad,500,31,321,0,n,,op038
89570,2023-09-21,mañana,A,control_calidad,458,44,256,21,1,fallo_maquina,OP010
45804,2024-08-12,Mañana,,tratamiento_termico,414,21,346,0,0,,OP027
77154,2023-11-14,tarde,C,tratamiento_termico,382,,310,0,No,,op009
66349,2024-09-14,tarde,C,tratamiento_termico,335,15,375,28,Yes,fallo_maquina,OP033
98895,2023-01-02,noche,C,corte ,302,10,501,0,0,,OP078
73783,2024-04-29,tarde,A,expediccion,-20,5,454,31,yes,fallo_maquina ,OP0078
50425,2024-11-28,tarde,A,corte ,492,12,436,0,NO,,OP003
61807,2023-06-11,tarde,B,control_calidad,475,45,321,0,n,,OP025
17180,2024-06-03,NOCHE,C,expedicion,384,6,232,0,no,,OP 070
59941,20230529,mañana,C,tratamiento_termico,269,5,311,3,si,mantenimiento,op038
27987,2024-04-26,tarde,B,tratamiento_termico,338,13,246,22,SI,Mantenimiento,OP057
47938,2024-08-09,mañana,B,tratamiento_termicoo ,345,17,400,0,No,,OP49
11013,2023-03-17,  tarde,B,expedicion ,451,464,255,3,sí,error_operario,OP031
66446,2024-10-18,noche,A,expedicion,422,8,286,0,No,,OP004
59834,2024-12-06,tarde,C,expedicion,433,7,245,0,n,,OP069
40161,2024-05-19,maana,B,control_calidadd,355,16,474,0,0,,OP043
97562,2023-05-04,noche,C,mecanizado ,292,22,387,84,S,falta_material,OP020
19447,2024-01-25,tarde,B,mecanizdo,385,,,0,No,,OP052
15544,05-31-2024,tarde,,corte,303,5,432,6,1,mantenimiento,OP045
70260,2023-11-06,noche,B,corte,334,12,423,0,no,,OP060
51033,2023-03-23,noch,C,tratamiento_termico,313,19,358,0,no,,OP042
85156,2024-02-10,mañana,B,mecanizado,300,22,431,0,no,,Op001
93904,2024-03-18,mañana,A,expedicion,436,6,221,0,n,fallo_maquina,OP042
25096,2024-04-16,noche,B,control_calidad ,401,23,317,0,0,,OP006
52568,2024-12-06,noche,A,tratamiento_termico,367,12,347,12,SI,error_operario,Op043
