id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id,fecha_carga,registro_con_errores
40311,2024-06-16,noche,C,tratamiento_termico,273,11,462,0,f,,OP048,2026-04-27 18:34:50.227774,f
30028,2024-01-18,tarde,A,mecanizado,341,26,435,65,t,fallo_maquina,OP057,2026-04-27 18:34:50.227774,f
53369,2024-05-05,tarde,C,corte,381,9,433,8,t,error_operario,OP052,2026-04-27 18:34:50.227774,f
64496,2024-01-12,noche,B,control_calidad,301,,282,0,f,,OP020,2026-04-27 18:34:50.227774,f
65069,2024-10-12,mañana,A,control_calidad,573,59,292,14,t,error_operario,OP020,2026-04-27 18:34:50.227774,f
86556,2023-03-09,tarde,A,mecanizado,352,18,501,0,f,,OP061,2026-04-27 18:34:50.227774,f
12560,2023-12-05,tarde,C,expedicion,406,6,224,0,f,,OP035,2026-04-27 18:34:50.227774,f
85456,2024-02-19,noche,B,mecanizado,276,12,427,0,f,,OP070,2026-04-27 18:34:50.227774,f
10772,2023-11-03,mañana,C,tratamiento_termico,424,19,335,0,f,falta_material,OP016,2026-04-27 18:34:50.227774,f
49139,2024-02-10,tarde,A,expedicion,473,7,229,0,f,,OP002,2026-04-27 18:34:50.227774,f
64921,2024-12-15,mañana,A,tratamiento_termico,360,15,294,0,f,,,2026-04-27 18:34:50.227774,f
81582,2023-02-10,mañana,B,tratamiento_termico,305,20,407,0,f,,OP078,2026-04-27 18:34:50.227774,f
38906,2024-09-13,mañana,B,control_calidad,454,34,286,0,f,,OP040,2026-04-27 18:34:50.227774,f
45774,2023-02-07,noche,C,control_calidad,337,30,301,0,f,,OP056,2026-04-27 18:34:50.227774,f
13804,2024-08-24,noche,B,tratamiento_termico,259,8,395,34,t,error_operario,,2026-04-27 18:34:50.227774,f
62994,2023-04-07,mañana,C,expedicion,531,,249,0,f,,OP065,2026-04-27 18:34:50.227774,f
71261,2024-09-18,noche,A,control_calidad,327,14,537,,t,mantenimiento,OP061,2026-04-27 18:34:50.227774,f
91560,2023-08-25,tarde,B,corte,435,17,543,0,f,error_operario,OP031,2026-04-27 18:34:50.227774,f
96900,2023-07-25,tarde,C,control_calidad,,2,342,0,f,,OP054,2026-04-27 18:34:50.227774,f
70515,2023-05-06,noche,A,corte,331,8,537,0,f,,OP012,2026-04-27 18:34:50.227774,f
44099,2024-07-01,noche,B,expedicion,266,16,466,0,f,,OP062,2026-04-27 18:34:50.227774,f
44099,2024-07-01,noche,B,expedicion,266,16,466,0,f,,OP062,2026-04-27 18:34:50.227774,f
37742,2023-08-21,noche,B,tratamiento_termico,298,4,456,330,t,error_operario,OP001,2026-04-27 18:34:50.227774,f
54236,2024-07-28,tarde,B,expedicion,462,10,241,3,t,error_operario,OP038,2026-04-27 18:34:50.227774,f
65255,2024-09-05,tarde,B,tratamiento_termico,363,21,428,0,f,,OP071,2026-04-27 18:34:50.227774,f
20735,2024-08-14,noche,C,corte,472,20,396,0,f,,OP007,2026-04-27 18:34:50.227774,f
80702,2024-05-03,tarde,A,expedicion,419,7,245,0,f,,OP014,2026-04-27 18:34:50.227774,f
55870,2023-06-23,noche,B,expedicion,361,8,269,0,f,,OP028,2026-04-27 18:34:50.227774,f
18993,2023-05-20,noche,C,mecanizado,300,9,377,,t,fallo_maquina,OP033,2026-04-27 18:34:50.227774,f
95426,2024-11-18,noche,A,corte,311,11,551,7,f,,OP002,2026-04-27 18:34:50.227774,f
14067,2024-10-25,tarde,B,expedicion,441,11,181,0,f,,OP032,2026-04-27 18:34:50.227774,f
36130,2024-03-19,mañana,A,expedicion,412,6,294,0,f,,OP0061,2026-04-27 18:34:50.227774,f
91439,2023-08-18,noche,A,mecanizado,242,15,430,35,t,fallo_maquina,OP015,2026-04-27 18:34:50.227774,f
26544,2024-11-05,noche,C,corte,397,10,611,0,f,,OP068,2026-04-27 18:34:50.227774,f
24993,2023-12-02,noche,B,mecanizado,329,16,415,0,f,,OP078,2026-04-27 18:34:50.227774,f
43586,2024-07-15,mañana,A,corte,,0,500,0,f,,OP027,2026-04-27 18:34:50.227774,f
31992,2023-09-14,noche,A,tratamiento_termico,241,13,464,19,t,error_operario,OP043,2026-04-27 18:34:50.227774,f
31465,2023-07-22,tarde,B,mecanizado,,3,450,0,f,,OP009,2026-04-27 18:34:50.227774,f
50888,2023-09-24,noche,A,tratamiento_termico,352,14,419,0,f,,OP007,2026-04-27 18:34:50.227774,f
59192,2024-05-05,tarde,A,mecanizado,269,10,510,0,f,,OP010,2026-04-27 18:34:50.227774,f
35995,2023-09-23,noche,A,control_calidad,377,18,329,0,f,,OP010,2026-04-27 18:34:50.227774,f
49529,2024-03-25,noche,A,expedicion,419,,170,0,f,,OP065,2026-04-27 18:34:50.227774,f
88697,2023-06-01,noche,B,corte,392,15,458,0,f,,OP065,2026-04-27 18:34:50.227774,f
84177,2023-09-25,noche,B,tratamiento_termico,253,8,393,129,t,falta_material,OP048,2026-04-27 18:34:50.227774,f
84177,2023-09-25,noche,B,tratamiento_termico,253,8,393,129,t,falta_material,OP048,2026-04-27 18:34:50.227774,f
55508,2024-01-20,noche,C,control_calidad,424,32,284,0,f,,OP080,2026-04-27 18:34:50.227774,f
96706,2023-05-09,tarde,B,mecanizado,360,13,301,0,f,,OP023,2026-04-27 18:34:50.227774,f
96706,2023-05-09,tarde,B,mecanizado,360,13,301,0,f,,OP023,2026-04-27 18:34:50.227774,f
76317,2023-07-18,mañana,A,mecanizado,287,9,415,0,f,,OP040,2026-04-27 18:34:50.227774,f
74251,2023-02-13,mañana,B,mecanizado,274,10,448,4,t,falta_material,OP038,2026-04-27 18:34:50.227774,f
74251,2023-02-13,mañana,B,mecanizado,274,10,448,4,t,falta_material,OP038,2026-04-27 18:34:50.227774,f
57472,2023-01-24,mañana,C,expedicion,544,5,266,0,f,,OP044,2026-04-27 18:34:50.227774,f
70258,2023-09-02,mañana,B,expedicion,572,15,250,0,f,,OP012,2026-04-27 18:34:50.227774,f
45400,2024-07-16,noche,A,control_calidad,557,45,302,0,f,,,2026-04-27 18:34:50.227774,f
80539,2023-12-21,mañana,C,corte,360,15,452,6,t,error_operario,,2026-04-27 18:34:50.227774,f
70931,2023-06-11,noche,A,tratamiento_termico,320,14,368,20,t,mantenimiento,OP047,2026-04-27 18:34:50.227774,f
87656,2024-02-09,noche,C,mecanizado,321,13,486,0,f,,OP050,2026-04-27 18:34:50.227774,f
42177,2024-01-31,tarde,C,mecanizado,249,14,448,3,t,mantenimiento,OP063,2026-04-27 18:34:50.227774,f
21359,2023-05-27,noche,,corte,395,14,520,0,f,,OP031,2026-04-27 18:34:50.227774,f
69087,2023-05-20,mañana,B,corte,371,10,570,0,f,,OP073,2026-04-27 18:34:50.227774,f
97580,2024-11-23,tarde,C,expedicion,522,15,238,0,f,,OP003,2026-04-27 18:34:50.227774,f
13761,2023-07-19,mañana,A,mecanizado,226,12,391,0,f,,OP072,2026-04-27 18:34:50.227774,f
52600,2023-02-01,mañana,B,mecanizado,366,21,489,0,f,,OP067,2026-04-27 18:34:50.227774,f
43862,2024-11-07,noche,B,corte,311,15,485,0,f,,OP019,2026-04-27 18:34:50.227774,f
88139,2023-05-04,mañana,B,mecanizado,314,15,405,12,t,fallo_maquina,OP062,2026-04-27 18:34:50.227774,f
88139,2023-05-04,mañana,B,mecanizado,314,15,405,12,t,fallo_maquina,OP062,2026-04-27 18:34:50.227774,f
46211,2024-09-06,tarde,A,control_calidad,488,36,338,0,f,,OP004,2026-04-27 18:34:50.227774,f
77715,2023-10-13,noche,C,control_calidad,351,27,342,0,f,,OP019,2026-04-27 18:34:50.227774,f
21221,2024-05-22,noche,A,control_calidad,342,31,375,0,f,,OP072,2026-04-27 18:34:50.227774,f
63271,2023-02-18,tarde,C,tratamiento_termico,,8,348,0,f,,,2026-04-27 18:34:50.227774,f
94659,2023-12-20,mañana,A,control_calidad,268,14,379,0,f,,OP051,2026-04-27 18:34:50.227774,f
94659,2023-12-20,mañana,A,control_calidad,268,14,379,0,f,,OP051,2026-04-27 18:34:50.227774,f
94659,2023-12-20,mañana,A,control_calidad,268,14,379,0,f,,OP051,2026-04-27 18:34:50.227774,f
68743,2023-10-19,mañana,C,corte,349,7,509,0,f,,OP024,2026-04-27 18:34:50.227774,f
22196,2024-08-26,mañana,A,control_calidad,475,29,374,0,f,,OP0030,2026-04-27 18:34:50.227774,f
63005,2024-07-10,tarde,B,control_calidad,577,,308,0,f,,OP016,2026-04-27 18:34:50.227774,f
50135,2023-08-30,noche,A,corte,395,,477,0,f,,OP042,2026-04-27 18:34:50.227774,f
58368,2024-01-10,tarde,B,expedicion,343,23,350,0,f,,OP042,2026-04-27 18:34:50.227774,f
79588,2024-07-24,noche,B,expedicion,386,3,,0,f,,OP078,2026-04-27 18:34:50.227774,f
82140,2024-09-04,tarde,B,tratamiento_termico,357,18,379,0,f,,OP058,2026-04-27 18:34:50.227774,f
69473,2023-02-06,tarde,A,expedicion,517,10,156,20,f,,,2026-04-27 18:34:50.227774,f
42951,2024-05-21,tarde,A,control_calidad,304,8,419,11,t,error_operario,OP0005,2026-04-27 18:34:50.227774,f
35242,2023-07-10,mañana,C,corte,343,12,517,0,f,,OP005,2026-04-27 18:34:50.227774,f
80236,2023-12-17,tarde,C,expedicion,407,11,295,0,f,,OP018,2026-04-27 18:34:50.227774,f
34267,2023-08-16,mañana,C,mecanizado,324,20,373,0,f,,OP062,2026-04-27 18:34:50.227774,f
73464,2023-06-25,noche,C,expedicion,390,8,275,0,f,,OP048,2026-04-27 18:34:50.227774,f
87278,2024-01-31,noche,C,control_calidad,572,42,311,40,t,mantenimiento,,2026-04-27 18:34:50.227774,f
78765,2024-12-22,mañana,A,tratamiento_termico,408,13,411,0,f,,OP028,2026-04-27 18:34:50.227774,f
23176,2024-05-02,noche,B,tratamiento_termico,,,473,0,f,,OP012,2026-04-27 18:34:50.227774,f
48829,2023-05-05,noche,A,mecanizado,225,,478,0,f,,OP052,2026-04-27 18:34:50.227774,f
15965,2024-10-24,mañana,A,mecanizado,293,,426,0,f,,OP013,2026-04-27 18:34:50.227774,f
15965,2024-10-24,mañana,A,mecanizado,293,,426,0,f,,OP013,2026-04-27 18:34:50.227774,f
82529,2024-01-31,noche,B,expedicion,308,7,211,0,f,,OP053,2026-04-27 18:34:50.227774,f
26551,2024-12-21,tarde,A,mecanizado,255,10,311,21,t,mantenimiento,OP040,2026-04-27 18:34:50.227774,f
74340,2024-06-16,tarde,A,control_calidad,623,49,336,0,f,,OP024,2026-04-27 18:34:50.227774,f
11607,2024-07-29,tarde,A,corte,250,3,611,0,f,,OP031,2026-04-27 18:34:50.227774,f
71524,2024-03-26,mañana,C,control_calidad,413,27,244,0,f,,OP042,2026-04-27 18:34:50.227774,f
16734,2024-03-03,noche,C,control_calidad,408,44,345,0,f,,OP074,2026-04-27 18:34:50.227774,f
72616,2024-04-02,tarde,A,control_calidad,497,42,265,0,f,,OP015,2026-04-27 18:34:50.227774,f
18564,2024-07-25,mañana,C,corte,458,14,444,0,f,,OP006,2026-04-27 18:34:50.227774,f
19710,2024-04-21,noche,A,mecanizado,290,17,374,0,f,,OP051,2026-04-27 18:34:50.227774,f
29555,2024-08-23,noche,B,tratamiento_termico,253,10,422,0,f,,OP061,2026-04-27 18:34:50.227774,f
49824,2023-04-28,mañana,C,mecanizado,272,14,436,0,f,,OP007,2026-04-27 18:34:50.227774,f
42530,2024-01-27,mañana,C,control_calidad,604,43,297,0,f,,OP080,2026-04-27 18:34:50.227774,f
64548,2024-01-25,mañana,B,tratamiento_termico,374,16,366,0,f,error_operario,OP068,2026-04-27 18:34:50.227774,f
91057,2023-05-18,tarde,A,control_calidad,352,14,401,0,f,,OP001,2026-04-27 18:34:50.227774,f
78494,2024-12-12,mañana,A,corte,429,12,405,0,f,,OP017,2026-04-27 18:34:50.227774,f
50026,2024-02-20,tarde,A,tratamiento_termico,314,14,372,0,f,,OP023,2026-04-27 18:34:50.227774,f
17894,2023-09-15,mañana,C,corte,533,12,408,33,t,error_operario,OP036,2026-04-27 18:34:50.227774,f
23006,2024-07-11,mañana,A,mecanizado,284,10,442,1,t,mantenimiento,OP053,2026-04-27 18:34:50.227774,f
37235,2023-03-23,tarde,C,tratamiento_termico,414,21,477,14,f,,,2026-04-27 18:34:50.227774,f
44687,2024-05-23,mañana,B,mecanizado,274,14,350,0,f,,OP056,2026-04-27 18:34:50.227774,f
30585,2023-05-22,mañana,B,control_calidad,523,38,299,7,t,error_operario,OP060,2026-04-27 18:34:50.227774,f
82350,2024-08-22,noche,C,tratamiento_termico,371,17,369,0,f,mantenimiento,OP076,2026-04-27 18:34:50.227774,f
87832,2023-10-21,noche,A,expedicion,280,9,429,0,f,,OP015,2026-04-27 18:34:50.227774,f
14278,2023-09-28,tarde,C,control_calidad,417,40,274,0,f,,OP021,2026-04-27 18:34:50.227774,f
40595,2024-06-03,mañana,A,mecanizado,374,17,501,0,f,,OP011,2026-04-27 18:34:50.227774,f
91927,2023-06-11,tarde,C,mecanizado,355,29,359,48,t,error_operario,OP007,2026-04-27 18:34:50.227774,f
35928,2023-04-01,mañana,A,expedicion,562,11,252,0,f,,OP049,2026-04-27 18:34:50.227774,f
81376,2024-11-05,tarde,C,expedicion,456,15,220,0,f,,OP079,2026-04-27 18:34:50.227774,f
29528,2024-03-30,tarde,A,tratamiento_termico,378,12,320,0,f,,OP074,2026-04-27 18:34:50.227774,f
28643,2023-08-22,tarde,B,mecanizado,258,12,424,27,f,,OP039,2026-04-27 18:34:50.227774,f
31747,2023-09-12,noche,A,mecanizado,264,15,505,0,f,,,2026-04-27 18:34:50.227774,f
87993,2024-12-18,mañana,B,control_calidad,459,31,249,0,f,,OP036,2026-04-27 18:34:50.227774,f
84607,2024-05-10,noche,B,expedicion,386,10,288,0,f,,OP071,2026-04-27 18:34:50.227774,f
67560,2023-04-18,tarde,B,tratamiento_termico,471,13,376,0,f,,OP080,2026-04-27 18:34:50.227774,f
49857,2024-12-06,mañana,C,tratamiento_termico,322,16,375,45,t,error_operario,OP047,2026-04-27 18:34:50.227774,f
45683,2023-04-27,tarde,A,expedicion,377,6,214,0,f,,OP017,2026-04-27 18:34:50.227774,f
74722,2024-01-24,mañana,C,tratamiento_termico,253,9,381,0,f,,OP049,2026-04-27 18:34:50.227774,f
88385,2024-09-20,tarde,B,mecanizado,463,23,345,0,f,,,2026-04-27 18:34:50.227774,f
89129,2024-09-10,mañana,,control_calidad,471,25,316,0,f,,OP061,2026-04-27 18:34:50.227774,f
21970,2023-01-29,tarde,A,expedicion,488,8,257,29,f,,OP002,2026-04-27 18:34:50.227774,f
98381,2024-05-21,mañana,A,expedicion,438,6,218,0,f,,OP053,2026-04-27 18:34:50.227774,f
85392,2023-04-24,noche,C,control_calidad,358,39,381,0,f,,OP022,2026-04-27 18:34:50.227774,f
12719,2023-05-07,noche,C,tratamiento_termico,345,10,418,59,t,falta_material,OP060,2026-04-27 18:34:50.227774,f
98117,2023-04-25,mañana,C,mecanizado,348,18,439,0,f,,OP058,2026-04-27 18:34:50.227774,f
85529,2023-10-28,noche,A,expedicion,344,7,280,0,f,,OP008,2026-04-27 18:34:50.227774,f
32962,2023-02-12,noche,B,mecanizado,214,9,445,3,t,falta_material,OP002,2026-04-27 18:34:50.227774,f
95394,2023-04-17,noche,A,tratamiento_termico,299,18,421,0,f,,OP047,2026-04-27 18:34:50.227774,f
46458,2024-07-01,tarde,A,expedicion,328,6,221,0,f,,OP019,2026-04-27 18:34:50.227774,f
46458,2024-07-01,tarde,A,expedicion,328,6,221,0,f,,OP019,2026-04-27 18:34:50.227774,f
86720,2024-07-05,noche,B,control_calidad,255,14,432,0,f,,OP062,2026-04-27 18:34:50.227774,f
74451,2024-04-05,tarde,A,expedicion,486,11,203,0,f,,OP072,2026-04-27 18:34:50.227774,f
53687,2023-02-15,mañana,A,expedicion,460,16,230,0,f,,OP072,2026-04-27 18:34:50.227774,f
23710,2023-10-30,tarde,B,mecanizado,274,10,399,16,t,error_operario,OP036,2026-04-27 18:34:50.227774,f
74942,2024-08-25,mañana,C,control_calidad,501,31,273,32,t,falta_material,OP039,2026-04-27 18:34:50.227774,f
62488,2023-10-16,tarde,A,expedicion,357,6,233,0,f,,OP056,2026-04-27 18:34:50.227774,f
82102,2024-08-04,tarde,C,corte,472,16,461,0,f,,OP063,2026-04-27 18:34:50.227774,f
82102,2024-08-04,tarde,C,corte,472,16,461,0,f,,OP063,2026-04-27 18:34:50.227774,f
52372,2023-03-22,tarde,A,expedicion,395,15,361,0,f,,OP012,2026-04-27 18:34:50.227774,f
52372,2023-03-22,tarde,A,expedicion,395,15,361,0,f,,OP012,2026-04-27 18:34:50.227774,f
62976,2023-03-18,noche,C,tratamiento_termico,231,3,404,8,t,error_operario,OP043,2026-04-27 18:34:50.227774,f
10150,2023-09-28,tarde,A,expedicion,448,5,256,0,f,,OP001,2026-04-27 18:34:50.227774,f
17104,2024-07-27,noche,,corte,338,7,468,0,f,,OP031,2026-04-27 18:34:50.227774,f
75338,2024-03-13,mañana,A,expedicion,304,18,290,66,t,falta_material,OP002,2026-04-27 18:34:50.227774,f
16764,2024-10-31,noche,B,tratamiento_termico,347,13,342,0,f,,OP074,2026-04-27 18:34:50.227774,f
81987,2023-10-13,mañana,C,expedicion,495,5,225,0,f,,OP010,2026-04-27 18:34:50.227774,f
47752,2024-11-10,mañana,A,tratamiento_termico,345,15,399,0,f,,OP031,2026-04-27 18:34:50.227774,f
73532,2023-10-07,noche,A,mecanizado,283,15,478,0,f,,OP023,2026-04-27 18:34:50.227774,f
92578,2024-10-07,tarde,A,tratamiento_termico,316,13,367,0,f,,OP043,2026-04-27 18:34:50.227774,f
41365,2023-07-07,tarde,B,mecanizado,320,16,385,0,f,,OP011,2026-04-27 18:34:50.227774,f
50730,2024-12-04,tarde,B,corte,386,7,485,0,f,,OP035,2026-04-27 18:34:50.227774,f
39451,2023-10-17,noche,B,mecanizado,224,9,534,0,f,,OP030,2026-04-27 18:34:50.227774,f
24871,2023-10-22,tarde,B,corte,472,16,442,0,f,,OP055,2026-04-27 18:34:50.227774,f
25396,2023-03-15,noche,A,expedicion,276,9,416,0,f,,OP048,2026-04-27 18:34:50.227774,f
30181,2023-02-04,tarde,C,corte,471,12,521,0,f,,OP057,2026-04-27 18:34:50.227774,f
48254,2024-05-05,noche,A,expedicion,416,7,305,13,f,,OP049,2026-04-27 18:34:50.227774,f
45838,2023-06-14,mañana,A,mecanizado,285,15,407,67,t,fallo_maquina,OP074,2026-04-27 18:34:50.227774,f
73242,2023-04-08,noche,C,control_calidad,454,29,415,0,f,,OP033,2026-04-27 18:34:50.227774,f
41946,2024-07-02,mañana,A,tratamiento_termico,316,20,400,0,f,,OP058,2026-04-27 18:34:50.227774,f
28958,2024-08-30,mañana,A,mecanizado,426,24,486,50,t,fallo_maquina,OP010,2026-04-27 18:34:50.227774,f
88561,2023-05-10,tarde,B,mecanizado,305,14,417,0,f,,OP022,2026-04-27 18:34:50.227774,f
27892,2024-09-08,noche,A,corte,286,8,403,0,f,,OP073,2026-04-27 18:34:50.227774,f
46208,2023-04-07,noche,A,tratamiento_termico,322,10,403,0,f,,OP0078,2026-04-27 18:34:50.227774,f
64387,2024-06-05,tarde,B,corte,338,22,386,31,t,fallo_maquina,OP018,2026-04-27 18:34:50.227774,f
76550,2024-05-13,mañana,A,control_calidad,395,24,372,0,f,,OP002,2026-04-27 18:34:50.227774,f
10336,2024-10-11,tarde,,mecanizado,337,16,378,83,t,falta_material,OP025,2026-04-27 18:34:50.227774,f
49132,2023-12-10,tarde,C,corte,453,15,522,0,f,,OP075,2026-04-27 18:34:50.227774,f
86011,2023-01-24,noche,C,expedicion,305,24,371,0,f,,OP068,2026-04-27 18:34:50.227774,f
74178,2024-07-08,noche,A,corte,335,12,522,0,f,,OP048,2026-04-27 18:34:50.227774,f
74178,2024-07-08,noche,A,corte,335,12,522,0,f,,OP048,2026-04-27 18:34:50.227774,f
68529,2023-02-11,noche,A,expedicion,351,7,282,0,f,error_operario,OP051,2026-04-27 18:34:50.227774,f
55236,2024-03-02,noche,A,mecanizado,273,14,502,0,f,,OP028,2026-04-27 18:34:50.227774,f
81228,2024-07-22,tarde,A,expedicion,466,8,314,0,f,,OP080,2026-04-27 18:34:50.227774,f
52176,2024-12-29,noche,B,mecanizado,324,21,496,0,f,,OP024,2026-04-27 18:34:50.227774,f
41300,2023-07-27,noche,A,tratamiento_termico,354,11,427,0,f,,,2026-04-27 18:34:50.227774,f
40613,2024-02-16,noche,B,tratamiento_termico,285,9,395,0,f,,,2026-04-27 18:34:50.227774,f
63841,2024-03-17,tarde,A,tratamiento_termico,,0,323,0,f,,OP012,2026-04-27 18:34:50.227774,f
63841,2024-03-17,tarde,A,tratamiento_termico,,0,323,0,f,,OP012,2026-04-27 18:34:50.227774,f
71993,2024-01-16,tarde,B,mecanizado,,,449,0,f,,OP050,2026-04-27 18:34:50.227774,f
59968,2023-09-29,noche,A,corte,425,14,553,0,f,,OP059,2026-04-27 18:34:50.227774,f
96991,2024-06-30,mañana,C,corte,322,19,346,0,f,,OP041,2026-04-27 18:34:50.227774,f
95461,2023-06-30,noche,B,control_calidad,,,330,0,f,,OP044,2026-04-27 18:34:50.227774,f
74923,2024-08-14,noche,A,corte,299,14,569,11,t,error_operario,OP009,2026-04-27 18:34:50.227774,f
26547,2023-02-16,mañana,C,mecanizado,260,11,397,0,f,falta_material,OP030,2026-04-27 18:34:50.227774,f
23154,2023-09-10,noche,C,mecanizado,263,12,513,0,f,,OP067,2026-04-27 18:34:50.227774,f
67711,2024-12-08,mañana,A,control_calidad,626,44,272,0,f,,OP059,2026-04-27 18:34:50.227774,f
69890,2023-05-04,mañana,,corte,,,446,0,f,,OP072,2026-04-27 18:34:50.227774,f
95823,2023-01-18,noche,A,expedicion,349,7,269,0,f,,OP052,2026-04-27 18:34:50.227774,f
19807,2023-12-12,noche,B,control_calidad,543,52,404,26,t,error_operario,OP036,2026-04-27 18:34:50.227774,f
44737,2024-07-26,mañana,B,corte,350,6,479,10,t,error_operario,OP047,2026-04-27 18:34:50.227774,f
62098,2024-01-06,noche,A,expedicion,328,20,490,0,f,,OP044,2026-04-27 18:34:50.227774,f
79942,2023-05-20,mañana,A,control_calidad,312,11,310,0,f,,OP052,2026-04-27 18:34:50.227774,f
51505,2024-12-03,mañana,C,corte,375,21,334,192,t,error_operario,OP080,2026-04-27 18:34:50.227774,f
73956,2023-08-01,mañana,C,mecanizado,308,14,449,45,t,falta_material,OP024,2026-04-27 18:34:50.227774,f
14705,2023-12-27,tarde,B,tratamiento_termico,331,12,371,14,f,,OP060,2026-04-27 18:34:50.227774,f
21846,2023-01-09,tarde,C,control_calidad,510,38,236,4,t,desconocido,,2026-04-27 18:34:50.227774,f
14705,2023-12-27,tarde,B,tratamiento_termico,331,12,371,14,f,,OP060,2026-04-27 18:34:50.227774,f
14705,2023-12-27,tarde,B,tratamiento_termico,331,12,371,14,f,,OP060,2026-04-27 18:34:50.227774,f
40771,2024-02-15,tarde,B,corte,377,12,542,0,f,,OP003,2026-04-27 18:34:50.227774,f
23173,2024-04-06,noche,B,expedicion,370,7,308,0,f,,OP054,2026-04-27 18:34:50.227774,f
49251,2024-08-12,mañana,C,tratamiento_termico,348,13,436,0,f,,OP023,2026-04-27 18:34:50.227774,f
16028,2024-06-15,tarde,B,control_calidad,567,43,328,2,t,error_operario,OP039,2026-04-27 18:34:50.227774,f
17355,2023-02-25,noche,B,corte,379,17,605,0,f,,OP025,2026-04-27 18:34:50.227774,f
17355,2023-02-25,noche,B,corte,379,17,605,0,f,,OP025,2026-04-27 18:34:50.227774,f
42007,2024-01-15,mañana,A,control_calidad,483,37,313,0,f,,OP034,2026-04-27 18:34:50.227774,f
33600,2024-10-31,tarde,B,tratamiento_termico,322,,359,0,f,,OP047,2026-04-27 18:34:50.227774,f
20350,2024-03-08,mañana,B,mecanizado,190,8,464,1,f,,OP052,2026-04-27 18:34:50.227774,f
60140,2023-01-23,tarde,A,corte,414,13,485,0,f,,OP062,2026-04-27 18:34:50.227774,f
41566,2023-02-28,tarde,A,corte,267,15,374,0,f,falta_material,OP017,2026-04-27 18:34:50.227774,f
86435,2024-08-18,mañana,C,mecanizado,250,13,448,28,t,falta_material,OP070,2026-04-27 18:34:50.227774,f
70443,2024-10-19,tarde,B,expedicion,455,8,250,0,f,,OP030,2026-04-27 18:34:50.227774,f
70236,2024-10-06,noche,B,tratamiento_termico,264,14,357,0,f,,OP033,2026-04-27 18:34:50.227774,f
11231,2024-04-07,mañana,A,corte,461,10,633,0,f,,OP071,2026-04-27 18:34:50.227774,f
11231,2024-04-07,mañana,A,corte,461,10,633,0,f,,OP071,2026-04-27 18:34:50.227774,f
70981,2023-03-17,mañana,A,corte,425,8,519,0,f,,OP046,2026-04-27 18:34:50.227774,f
98815,2024-05-20,mañana,B,expedicion,475,5,292,0,f,,OP015,2026-04-27 18:34:50.227774,f
19681,2024-08-28,noche,,expedicion,320,4,171,0,f,,OP003,2026-04-27 18:34:50.227774,f
55293,2023-12-05,tarde,A,tratamiento_termico,326,12,446,0,f,,OP058,2026-04-27 18:34:50.227774,f
65615,2024-07-09,noche,C,mecanizado,308,15,465,0,f,,OP041,2026-04-27 18:34:50.227774,f
69878,2023-08-09,mañana,A,expedicion,406,5,216,0,f,,OP066,2026-04-27 18:34:50.227774,f
36111,2023-04-20,mañana,C,mecanizado,352,18,381,10,t,mantenimiento,OP048,2026-04-27 18:34:50.227774,f
73335,2024-01-17,tarde,C,control_calidad,472,,318,0,f,,OP040,2026-04-27 18:34:50.227774,f
59986,2024-02-02,noche,A,expedicion,378,11,240,0,f,,OP052,2026-04-27 18:34:50.227774,f
85341,2023-05-13,noche,C,control_calidad,413,30,456,25,t,falta_material,OP069,2026-04-27 18:34:50.227774,f
48696,2024-06-07,tarde,C,corte,478,21,447,0,f,,OP036,2026-04-27 18:34:50.227774,f
11061,2023-01-04,mañana,A,expedicion,474,10,,0,f,,OP079,2026-04-27 18:34:50.227774,f
